################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the barbarians of isis , and we are going to defeat them fast .'
PRED DIST: 	 [1.3522716e-06, 7.7009753e-07, 1.1399842e-06, 1.3215147e-06, 2.3256625e-06, 1.2753915e-06, 0.9998425, 0.9998141, 0.000118086515, 3.3518485e-05, 7.6835164e-07, 2.240415e-06, 1.6720151e-06, 7.110192e-07]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"katy , here ' s the problem , very simple ."
GOLD SEQ: 	 b"katy , here ' s the problem , very simple ."
PRED SEQ:	 b"katy , here ' s the problem , simple ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06137045, 4.6228102e-05, 0.0047990256, 5.1279552e-05, 0.00013542597, 0.00024973872, 0.11074394, 4.1015617e-05, 0.6147292, 0.009731508, 9.654597e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they det ##ach .'
GOLD SEQ: 	 b'they det ##ach .'
PRED SEQ:	 b'they det .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3151136, 0.2406215, 0.48424983, 0.006879544]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'prosperity ##real prosperity is disappearing .'
GOLD SEQ: 	 b'prosperity ##real prosperity is disappearing .'
PRED SEQ:	 b'prosperity and social change is disappearing .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.89374155, 0.79207444, 0.011672693, 0.0009707244, 0.029147437, 6.0457554e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['and', 'social', 'change']]
################################################################################
IN SEQ: 	 b'children slaughtered , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
GOLD SEQ: 	 b'children slaughtered , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
PRED SEQ:	 b'children , girls sold into slavery , men and women burned alive , cr ##uc ##if ##ix ##ions , be ##head ##ings , and drowning ##s , ethnic minorities targeted for mass execution .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0036986049, 0.86714363, 3.1929562e-06, 0.01153863, 0.0047990074, 4.1528132e-05, 0.0057546236, 1.3738733e-06, 5.674393e-05, 4.045837e-06, 1.2949377e-05, 2.3474493e-05, 4.5976143e-05, 1.0043667e-06, 1.4954952e-06, 1.4635087e-06, 1.462242e-06, 1.9898807e-06, 3.1320237e-06, 9.877134e-07, 4.484562e-06, 1.0022636e-05, 9.419064e-06, 1.1421115e-06, 3.477827e-06, 5.8304722e-05, 2.057431e-05, 1.3903941e-06, 0.0002977639, 0.00043492852, 0.0012840673, 4.374692e-06, 0.0011599719, 0.002796527, 1.6130973e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you know , i go home to my wife , i say how ' s it going ?"
GOLD SEQ: 	 b"you know , i go home to my wife , i say how ' s it going ?"
PRED SEQ:	 b"you know , i go home to my wife , i say how ' s it going ?"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.110613585, 0.2482338, 1.5621677e-05, 0.03582287, 0.00044798193, 0.00031396764, 4.376437e-05, 0.014097896, 0.16836673, 2.2028169e-05, 0.17997499, 0.27347377, 0.0060933707, 0.0001347912, 0.00025875383, 0.00038601356, 0.0041536256, 0.0010519881]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but in business , they call them a soft touch .'
GOLD SEQ: 	 b'but in business , they call them a soft touch .'
PRED SEQ:	 b'in business , they call them a soft touch .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.6594418, 0.00044395018, 0.004154888, 9.545464e-06, 0.3722089, 0.002351248, 0.010885916, 0.00021786845, 0.013468276, 0.0038351077, 2.4768307e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
GOLD SEQ: 	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
PRED SEQ:	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0005301903, 0.00031784252, 6.689841e-05, 4.7708574e-05, 1.4736943e-05, 2.6845535e-06, 2.6686239e-05, 1.0071232e-05, 1.91012e-06, 4.712486e-06, 1.9903894e-06, 1.5341783e-06, 1.6927684e-06, 2.2094678e-06, 1.8591012e-06, 1.4986018e-06, 1.4425073e-05, 0.9801223, 0.0013366853, 4.539908e-05, 5.199739e-06, 0.0001076839, 8.348769e-06, 0.0016298828, 2.9678247e-06, 1.8267516e-05, 4.3460823e-06, 2.4005833e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'am i supposed to dislike them ?'
GOLD SEQ: 	 b'am i supposed to dislike them ?'
PRED SEQ:	 b'am i supposed to dislike them ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15845634, 0.23292664, 0.49453065, 0.00076075795, 0.06783977, 0.11343709, 0.027602758]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"over the years , i ' ve watched ."
GOLD SEQ: 	 b"over the years , i ' ve watched ."
PRED SEQ:	 b"over the years , i ' ve watched ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.021530574, 0.014360344, 0.017079962, 0.00010997142, 0.15013976, 0.006664526, 0.023176787, 0.7294406, 0.0005774681]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"whether it ' s dangerous materials being smug ##gled across the border , terrorists entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
GOLD SEQ: 	 b"whether it ' s dangerous materials being smug ##gled across the border , terrorists entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
PRED SEQ:	 b"whether it ' s dangerous materials being smug ##gled across the border , militants entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.004750396, 0.00020294031, 9.0730384e-05, 0.0011307219, 0.0357416, 0.001247356, 1.5386751e-05, 0.00015396206, 4.5492867e-05, 1.156531e-05, 3.668618e-06, 6.98113e-05, 8.035278e-06, 0.59118754, 7.655149e-05, 5.415036e-06, 0.0002662506, 6.6236265e-05, 0.007042612, 3.1801337e-05, 2.0862082e-05, 6.55151e-05, 6.608484e-06, 0.009737461, 0.010416849, 9.007438e-06, 0.0001983553, 7.801775e-05, 7.924104e-05, 0.00078845036, 0.009565008, 0.0037314808, 0.0004802423, 2.3282979e-05, 5.115875e-06, 0.041456606, 5.728904e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['militants']]
################################################################################
IN SEQ: 	 b'no , i have nothing to do with russia , john .'
GOLD SEQ: 	 b'no , i have nothing to do with russia , john .'
PRED SEQ:	 b'no , i have nothing to do with russia , john .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16752487, 5.886125e-05, 0.02757404, 0.0060892683, 0.0053633465, 9.094312e-05, 0.00030456332, 0.00026164996, 0.28118226, 0.00038331113, 0.2892505, 0.00015739603]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
GOLD SEQ: 	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
PRED SEQ:	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026853476, 3.4920333e-05, 1.0452454e-05, 8.82369e-06, 0.031943023, 0.10297671, 0.00018157177, 2.482433e-05, 0.00798128, 6.517704e-05, 0.0006912585, 4.002772e-06, 1.32710065e-05, 0.00029352252, 2.9725268e-06, 0.668121, 0.11545719, 0.005989811, 0.00071952684, 1.0335766e-05, 4.1169937e-05, 0.00018298565, 4.3107055e-05, 0.00065119774, 3.519829e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they are decent american citizens who want to uphold our tolerant values and keep our country safe .'
GOLD SEQ: 	 b'they are decent american citizens who want to uphold our tolerant values and keep our country safe .'
PRED SEQ:	 b'they are american citizens who want to uphold our tolerant values and keep our country safe .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00018691992, 0.0018610124, 0.8263541, 0.0006307467, 0.00018508696, 0.00022928645, 0.00068653346, 1.5552706e-06, 8.827628e-06, 0.027875083, 0.054387413, 3.4966157e-05, 5.538551e-06, 3.9700367e-06, 0.006383631, 6.051188e-05, 0.00030424466, 2.4550657e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is a struggle for the survival of our nation .'
GOLD SEQ: 	 b'this is a struggle for the survival of our nation .'
PRED SEQ:	 b'this is a struggle for the survival of nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0036758992, 0.06288701, 0.0020542596, 0.00073717843, 2.4977446e-05, 4.4190756e-06, 0.0004902084, 2.5561142e-06, 0.903619, 0.0073441155, 1.5901522e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' ve broken that tradition , you ' ve run a very aggressive campaign this week ."
GOLD SEQ: 	 b"you ' ve broken that tradition , you ' ve run a very aggressive campaign this week ."
PRED SEQ:	 b"you ' ve broken that tradition , you ' ve run a campaign this week ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.016195433, 8.505384e-05, 0.00035269017, 0.0003708434, 0.0005687431, 0.0101200165, 1.3780559e-05, 0.41834378, 7.975191e-05, 0.00026293733, 0.00015587248, 5.515498e-05, 0.28626817, 0.03168206, 0.00025112552, 0.00026272133, 0.00015812305, 2.8237064e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
GOLD SEQ: 	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
PRED SEQ:	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0016544515, 0.00035498937, 7.846246e-06, 6.233785e-05, 6.5849113e-06, 9.12352e-06, 2.4719937e-05, 0.004445734, 0.0009402673, 4.408969e-06, 3.088232e-05, 0.00012114547, 5.7808327e-05, 8.99477e-06, 3.5143396e-05, 0.00011122102, 0.14029819, 0.40716648, 0.09661134, 0.053596422, 0.010722287, 7.913919e-06, 1.2034022e-05, 1.3822389e-05, 0.12559082, 0.002376883, 8.180907e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she ' s got no instinct , but that ' s decided hillary and our failed washington establishment , they ' ve spent that six trillion dollars ."
GOLD SEQ: 	 b"she ' s got no instinct , but that ' s decided hillary and our failed washington establishment , they ' ve spent that six trillion dollars ."
PRED SEQ:	 b"she ' s got no instinct , but that ' s decided hillary and the washington establishment , they ' ve spent that six trillion dollars ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0011982175, 0.00021680228, 0.00070040603, 0.0009408735, 0.001740785, 0.0007572284, 2.6153955e-06, 1.8856186e-05, 2.6127676e-05, 1.577191e-05, 5.8203834e-05, 0.008467001, 0.0002872898, 2.0921852e-05, 0.21747622, 0.54654485, 0.0017241595, 0.010785019, 1.2105801e-05, 0.0017121825, 7.649725e-06, 7.647707e-05, 0.0002114087, 0.004316286, 0.0013420185, 4.1737916e-05, 5.148982e-05, 4.7426297e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b"[ applause ] and the african - american community and the hispanic community are really understanding what ' s going on and you see that right now ."
GOLD SEQ: 	 b"[ applause ] and the african - american community and the hispanic community are really understanding what ' s going on and you see that right now ."
PRED SEQ:	 b"[ applause ] and the african - american community and the hispanic community are understanding what ' s going on and you see that right now ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.07419826, 0.22451451, 0.016190698, 0.00037010454, 0.0004660473, 0.0038239276, 0.00049008016, 0.0009191338, 0.0010122581, 0.0001325318, 0.00019774555, 0.0119820675, 0.00060537725, 0.0106816515, 0.64817786, 0.0218815, 0.00020099306, 0.0009304349, 0.0025535733, 0.0002575424, 0.00010594223, 0.00019215459, 0.0884022, 0.0013659415, 0.00073654257, 0.0013497762, 0.0001318358, 0.00011375852]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'our trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
GOLD SEQ: 	 b'our trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
PRED SEQ:	 b'the proposed trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.99845445, 2.2808085e-06, 6.406465e-05, 1.4771845e-06, 1.07057e-06, 2.3909799e-05, 3.9265806e-06, 3.397432e-06, 3.948338e-05, 2.6853633e-05, 0.00048069275, 8.5670774e-07, 1.1861198e-06, 8.0354016e-07, 1.7883767e-06, 3.9094257e-06, 1.5418361e-06, 1.97307e-06, 8.3610837e-07, 1.8192977e-06, 2.7783658e-06, 6.1748083e-06, 9.01479e-05, 1.3000813e-06, 1.1888909e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'proposed']]
################################################################################
IN SEQ: 	 b'a brand new ras ##mussen poll has us up 5 points nationwide .'
GOLD SEQ: 	 b'a brand new ras ##mussen poll has us up 5 points nationwide .'
PRED SEQ:	 b'a ras ##mussen poll has us up 5 points nationwide .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [8.539111e-05, 0.96199024, 0.7404181, 6.2695285e-06, 7.520986e-06, 9.216796e-06, 0.00067640917, 0.010681704, 0.0009172275, 9.2988135e-05, 6.2805093e-06, 0.00079545664, 2.5904951e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"and you know i ' ve watched for years ."
GOLD SEQ: 	 b"and you know i ' ve watched for years ."
PRED SEQ:	 b"and the people don ' t believe i ' ve watched for years ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.074722454, 0.33304423, 0.40204793, 0.021335516, 0.00025907872, 0.0010042948, 0.11405021, 0.005968974, 0.002121413, 0.00021370816]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'people', 'don', "'", 't', 'believe']]
################################################################################
IN SEQ: 	 b'1 . 8 million dead people are registered to vote and some of them are voting .'
GOLD SEQ: 	 b'1 . 8 million dead people are registered to vote and some of them are voting .'
PRED SEQ:	 b'1 . 8 million people are registered to vote and some of them are voting .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.4641029e-05, 1.524206e-06, 7.335058e-06, 0.00018095649, 0.9711402, 0.3707721, 1.1070592e-05, 6.59019e-05, 1.5694986e-06, 1.2234082e-05, 4.933031e-06, 0.0003825883, 1.8704062e-06, 4.7836635e-05, 2.5078672e-05, 4.041997e-05, 1.5792173e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'here in america , we have seen one brutal attack after another : thirteen were murdered and thirty - eight wounded in the assault on fort hood .'
GOLD SEQ: 	 b'here in america , we have seen one brutal attack after another : thirteen were murdered and thirty - eight wounded in the assault on fort hood .'
PRED SEQ:	 b'here in america , we have seen one attack after another : thirteen were killed and thirty - eight wounded in the assault on fort hood .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00010975477, 1.5333928e-05, 0.0012906785, 1.6161307e-06, 0.0008015668, 1.4411845e-05, 1.2324274e-05, 7.2058483e-06, 0.43658954, 2.4062532e-05, 2.510744e-06, 2.6437506e-06, 5.5773335e-06, 2.6041434e-05, 8.415808e-05, 0.26857203, 2.0097361e-06, 2.9621838e-06, 1.5834127e-06, 2.3426444e-06, 8.1154485e-06, 1.5231801e-06, 2.4778017e-06, 2.7098593e-05, 2.0064786e-06, 1.2999102e-06, 1.2165693e-06, 1.30679e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['killed']]
################################################################################
IN SEQ: 	 b"our students are under tremendous pressure to a point where it ' s making them sick ."
GOLD SEQ: 	 b"our students are under tremendous pressure to a point where it ' s making them sick ."
PRED SEQ:	 b"our students are under pressure to a point where it ' s making them sick ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2359733, 0.0060137114, 0.0027377908, 0.0003241619, 0.5400323, 0.0061063874, 3.9600614e-05, 7.375468e-05, 9.105158e-05, 0.00034931352, 0.010878678, 0.00891461, 0.010402349, 0.00023663098, 0.0026206332, 0.13866344, 9.124316e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"we ' re going to have an opening very soon ."
GOLD SEQ: 	 b"we ' re going to have an opening very soon ."
PRED SEQ:	 b"we ' re going to have an opening soon ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.099829465, 0.0003772727, 0.0008377076, 0.0009772861, 2.5497702e-05, 3.568881e-05, 0.00018539712, 0.0097460495, 0.840419, 0.0029832416, 8.981242e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s a horrible situation ."
GOLD SEQ: 	 b"it ' s a horrible situation ."
PRED SEQ:	 b"it ' s a situation ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13548867, 0.09388807, 0.30459854, 0.029632531, 0.55486685, 0.065660164, 0.0047869254]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and he gives you the ultimate word , not looking good .'
GOLD SEQ: 	 b'and he gives you the ultimate word , not looking good .'
PRED SEQ:	 b'and he gives you the word , not looking good .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.011045699, 0.33559954, 0.055894412, 0.08563088, 0.00015582122, 0.6411227, 0.0022196062, 1.0033089e-05, 0.0001308334, 3.5823323e-05, 7.600181e-05, 2.4463772e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ boo ##ing ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
GOLD SEQ: 	 b"[ boo ##ing ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
PRED SEQ:	 b"[ boo ##t ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.071085714, 0.42952177, 0.5455851, 0.09502815, 0.0002906149, 0.00029171555, 9.837052e-06, 0.0011986581, 0.0020139348, 0.00017508757, 0.000111994086, 2.2004506e-05, 7.3736395e-05, 0.00012541331, 0.5072543, 0.16146162, 0.0005569431, 0.0017672384, 0.00019261848, 3.7797443e-05, 1.68406e-05, 0.00091600954, 0.00014872229, 0.00063482235, 8.58106e-05, 0.00032473909, 0.0002041864, 1.9009422e-05, 0.05642841, 0.0009273893, 8.259496e-06, 2.5814397e-05, 0.0044340263, 0.29612753, 0.00030018674, 2.4512368e-05, 8.661288e-05, 0.18359905, 0.08289442, 0.10987033, 0.0003644441, 0.00032265176, 0.00017339428, 0.00016293747, 1.9654042e-05, 0.045379777, 0.0051657506, 2.6300744e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['##t']]
################################################################################
IN SEQ: 	 b'but obama played ball with the thugs that are running it right now .'
GOLD SEQ: 	 b'but obama played ball with the thugs that are running it right now .'
PRED SEQ:	 b'but obama played ball with the allegations that are running it right now .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0010378902, 0.0001893305, 4.7693564e-05, 3.3510813e-05, 5.5594164e-06, 0.00041407268, 0.97930795, 0.00021397261, 0.0029455756, 2.165366e-05, 1.6130442e-05, 0.00013017598, 8.695836e-06, 2.729858e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['allegations']]
################################################################################
IN SEQ: 	 b"that ' s something really bad going on ."
GOLD SEQ: 	 b"that ' s something really bad going on ."
PRED SEQ:	 b"that ' s something bad going on ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09192866, 0.028529061, 0.022048334, 0.033011045, 0.9001372, 0.18608102, 0.0010609122, 0.0004824223, 0.0010434411]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and i just want to say thank you to both of them .'
GOLD SEQ: 	 b'and i just want to say thank you to both of them .'
PRED SEQ:	 b'and i just want to say thank you to both of them .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.21634878, 0.09302575, 0.41367954, 0.06126094, 0.00063130964, 0.0026151997, 0.019410832, 0.13478819, 0.00023216492, 0.08831451, 0.00045319484, 0.12492587, 0.0034278343]
GOLD TOK: 	 []
PRED TOK: 	 []
