################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the barbarians of isis , and we are going to defeat them fast .'
PRED DIST: 	 [0.34264886, 0.28996778, 0.124981396, 0.44927686, 0.32827353, 0.35527614, 0.34635365, 0.3217467, 0.4680133, 0.520924, -0.10522212, 0.32548547, 0.33355498, 0.4243356, 0.44541702, 0.3662248, 0.46302786, 0.5534272, 0.38485634, 0.24909371, 0.18241265, 0.3038417, 0.16150425, 0.13053182, 0.53563637, 0.33625525, 0.4485589, 0.44841173, 0.068825394, 0.45404, 0.30173644, 0.21885127, 0.27650467, 0.32873, 0.16851634, 0.39630732, 0.54251933]
GOLD TOK: 	 []
PRED TOK: 	 [['fighters']]
################################################################################
IN SEQ: 	 b'no , i have nothing to do with russia , john .'
GOLD SEQ: 	 b'no , i have nothing to do with russia , john .'
PRED SEQ:	 b'no , i have nothing to do with russia , john .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.00793989, -0.100699335, -0.07928687, 0.0048530325, -0.030435912, -0.10811987, 0.033824302, -0.18110582, -0.22020993, -0.17511027, -0.23137878, 0.17026857]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
GOLD SEQ: 	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
PRED SEQ:	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18795146, -0.03440415, 0.7389517, 0.33494535, 0.22538824, 0.039599404, 0.33641875, 0.2849757, 0.15258181, 0.5298283, 0.015547983, 0.0733245, 0.08760455, 0.112317234, -0.23084158, 0.37294042, 0.59953475, 0.4695986, 0.1129789, 0.2956278, 0.068076536, 0.296935, 0.14256302, -0.03420254, 0.49803996]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they are decent american citizens who want to uphold our tolerant values and keep our country safe .'
GOLD SEQ: 	 b'they are decent american citizens who want to uphold our tolerant values and keep our country safe .'
PRED SEQ:	 b'they are american citizens who want to uphold our tolerant values and keep our country safe .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7420583, 0.5438403, 0.10666722, 0.4274229, 0.49519795, 0.42747328, 0.12351915, 0.20943315, 0.4010644, 0.28587958, 0.48610356, 0.5285128, 0.53313947, 0.4938345, 0.26526707, 0.5733329, 0.74229586, 0.75685143]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is a struggle for the survival of our nation .'
GOLD SEQ: 	 b'this is a struggle for the survival of our nation .'
PRED SEQ:	 b'this is a struggle for the survival of their nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.53940105, 0.37869012, 0.3740626, 0.3568052, 0.1910269, -0.267591, 0.43747428, 0.6306984, 0.29348806, 0.32680026, 0.50242186]
GOLD TOK: 	 []
PRED TOK: 	 [['their']]
################################################################################
IN SEQ: 	 b"you ' ve broken that tradition , you ' ve run a very aggressive campaign this week ."
GOLD SEQ: 	 b"you ' ve broken that tradition , you ' ve run a very aggressive campaign this week ."
PRED SEQ:	 b"you ' ve broken that tradition , the people ' ve run a very aggressive campaign this week ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4185558, -0.17449749, 0.4309368, 0.26756114, 0.19249402, 0.26352698, 0.07234127, 0.24144116, 0.03621176, 0.3888834, 0.14203718, 0.2294, 0.1778949, 0.05993586, 0.08343901, 0.4404042, 0.27746445, 0.54256344]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'people']]
################################################################################
IN SEQ: 	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
GOLD SEQ: 	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
PRED SEQ:	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal undo ##cum ##ented immigrants inside the united states right now ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.110215, 0.74047446, 0.18439522, 0.38650095, 0.74157894, 0.38847402, 0.45980647, 0.5201377, 0.73527855, 0.6093737, 0.650591, 0.7854302, 0.7328264, 0.89214706, 0.7649194, 0.89846265, 0.5410771, 0.47297087, 0.44952238, 0.7986317, 0.8171296, 0.2773192, 0.46084386, 0.5466157, 0.5436177, 0.74161184, 1.1675117]
GOLD TOK: 	 []
PRED TOK: 	 [['undo', '##cum', '##ented']]
################################################################################
IN SEQ: 	 b"she ' s got no instinct , but that ' s decided hillary and our failed washington establishment , they ' ve spent that six trillion dollars ."
GOLD SEQ: 	 b"she ' s got no instinct , but that ' s decided hillary and our failed washington establishment , they ' ve spent that six trillion dollars ."
PRED SEQ:	 b"she ' s got no instinct , but that ' s decided hillary and our washington establishment , they ' ve spent that six trillion dollars ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.38845953, -0.05509627, -0.18108308, -0.01368919, 0.08513426, 0.057766058, -0.21049286, 0.15641415, 0.18677063, 0.023586094, -0.014431931, -0.03016454, -0.124557644, 0.06052831, -0.2328017, -0.13900298, -0.011325501, -0.09107846, 0.16358969, 0.10745476, -0.27964923, 0.30370048, 0.04824899, 0.28890565, 0.229321, 0.555725, 0.6677917, 0.6790546]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] and the african - american community and the hispanic community are really understanding what ' s going on and you see that right now ."
GOLD SEQ: 	 b"[ applause ] and the african - american community and the hispanic community are really understanding what ' s going on and you see that right now ."
PRED SEQ:	 b"[ applause ] and the african - american community and the hispanic community are really understanding what ' s going on and you see that right now ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.033726305, -0.10374192, 0.10123614, 0.13587077, -0.30525595, -0.15732968, -0.1404109, -0.031013802, 0.07498366, -0.015693456, -0.34141058, 0.05358924, 0.06827195, 0.042638287, -0.08184447, 0.012181252, 0.08924432, -0.23304275, -0.10125086, -0.057788655, 0.07334462, -0.012958296, -0.061093584, -0.02349969, 0.0046332926, -0.19950071, -0.19515099, 0.15288214]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'our trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
GOLD SEQ: 	 b'our trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
PRED SEQ:	 b'the trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7995945, 0.27599758, 0.44190326, 0.37199414, -0.013081942, 0.24864459, 0.23423691, 0.34588012, 0.3220063, 0.47744015, 0.49533927, 0.16883245, 0.23442861, 0.40620816, 0.35825133, 0.3938344, 0.6263343, 0.5730555, 0.44482923, 0.6405136, 0.5676546, 0.67357886, 0.73022735, 0.35779178, 1.052717]
GOLD TOK: 	 []
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'a brand new ras ##mussen poll has us up 5 points nationwide .'
GOLD SEQ: 	 b'a brand new ras ##mussen poll has us up 5 points nationwide .'
PRED SEQ:	 b'a new ras ##mussen poll has us up 5 points nationwide .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5184138, 0.49927533, 0.43340087, 0.2667213, 0.25938302, 0.48193657, 0.34243706, 0.24186106, 0.42243513, 0.39833534, 0.57508135, 0.7386043, 0.6472098]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"and you know i ' ve watched for years ."
GOLD SEQ: 	 b"and you know i ' ve watched for years ."
PRED SEQ:	 b"and you say i ' ve watched for years ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5176895, 0.49335146, 0.44444585, 0.44837028, 0.14578584, 0.5462848, 0.6067318, 0.50308955, 0.49065655, 0.79824466]
GOLD TOK: 	 []
PRED TOK: 	 [['say']]
################################################################################
IN SEQ: 	 b'1 . 8 million dead people are registered to vote and some of them are voting .'
GOLD SEQ: 	 b'1 . 8 million dead people are registered to vote and some of them are voting .'
PRED SEQ:	 b'1 . 8 million people are registered to vote and some of them are voting .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.38371214, 0.3517568, 0.39304608, 0.46739393, 0.350555, 0.4654457, 0.43138945, 0.2036888, 0.18161212, 0.28312546, 0.28693268, 0.41545653, 0.5666682, 0.30847603, 0.39537507, 0.30550164, 0.51394427]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'here in america , we have seen one brutal attack after another : thirteen were murdered and thirty - eight wounded in the assault on fort hood .'
GOLD SEQ: 	 b'here in america , we have seen one brutal attack after another : thirteen were murdered and thirty - eight wounded in the assault on fort hood .'
PRED SEQ:	 b'here in america , we have seen one brutal attack after another : thirteen were killed and thirty - eight wounded in the assault on fort hood .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.37757686, 0.2534026, 0.26830038, -0.092907354, 0.23871398, 0.4583262, 0.42071658, 0.43310994, 0.15084688, 0.24763857, 0.7012167, 0.3037438, 0.33903554, 0.6805078, 0.34630498, 0.29155138, 0.21750797, 0.3111245, 0.46737257, 0.34991747, -0.08097708, 0.13646793, 0.12165582, 0.7197946, 0.5676295, 0.58341634, 0.7613226, 0.57135797]
GOLD TOK: 	 []
PRED TOK: 	 [['killed']]
################################################################################
IN SEQ: 	 b"our students are under tremendous pressure to a point where it ' s making them sick ."
GOLD SEQ: 	 b"our students are under tremendous pressure to a point where it ' s making them sick ."
PRED SEQ:	 b"the time of the students are under tremendous pressure to a point where it ' s making them sick ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.3248227, 1.275632, 0.751266, 0.8335097, 0.8067215, 0.9114867, 1.1081115, 1.0913674, 0.9161416, 0.5279286, 0.89373493, 0.8115951, 0.99906117, 0.8097266, 0.7783214, 1.1532907, 1.3127828]
GOLD TOK: 	 []
PRED TOK: 	 [['the', 'time', 'of', 'the']]
################################################################################
IN SEQ: 	 b"we ' re going to have an opening very soon ."
GOLD SEQ: 	 b"we ' re going to have an opening very soon ."
PRED SEQ:	 b"we ' re going to have an opening very soon ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.7713511, 0.5653645, 0.5723379, 0.6686379, 0.55850506, 0.48680878, 0.5371454, 0.5315913, 0.5903672, 0.5206668, 0.8266921]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s a horrible situation ."
GOLD SEQ: 	 b"it ' s a horrible situation ."
PRED SEQ:	 b"it ' s a popular situation ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.65128636, 0.54793125, 0.70004714, 0.76263356, 0.51420784, 0.64990383, 0.7784691]
GOLD TOK: 	 []
PRED TOK: 	 [['popular']]
################################################################################
IN SEQ: 	 b'and he gives you the ultimate word , not looking good .'
GOLD SEQ: 	 b'and he gives you the ultimate word , not looking good .'
PRED SEQ:	 b'and he gives you the ultimate word , not looking good .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5304959, 0.29522175, 0.2074527, 0.36281416, 0.12528455, 0.5244167, 0.5132006, 0.2771631, 0.34240082, 0.53453743, 0.3591377, 0.8143033]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ boo ##ing ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
GOLD SEQ: 	 b"[ boo ##ing ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
PRED SEQ:	 b"[ boo ##ing ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10888778, 0.11090038, 0.25188923, 0.18959403, 0.06575915, 0.27529305, 0.10474171, -0.17667182, -0.10180412, 0.06582256, 0.14636686, -0.5564561, -0.54037255, -0.15636754, 0.5725917, 0.38499027, 0.2100286, 0.37215889, 0.32768196, 0.27191132, 0.45770788, 0.46562132, 0.4335506, 0.2772169, 0.5261639, 0.19654535, 0.19804186, 0.092969544, 0.10202206, -0.014989823, -0.15599142, -0.15256111, -0.018655509, 0.2657395, 0.3468252, 0.25248408, 0.1821687, 0.28444993, 0.51282334, 0.3851204, 0.49014845, 0.5751794, 0.37077713, 0.41479295, 0.2547039, 0.08805718, 0.01138702, 0.43427765]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but obama played ball with the thugs that are running it right now .'
GOLD SEQ: 	 b'but obama played ball with the thugs that are running it right now .'
PRED SEQ:	 b'but obama played ball with the men that are running it right now .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.32838172, 0.2678694, 0.023521857, 0.06417179, 0.05957, -0.042091012, 0.26383936, 0.40422428, 0.21201742, 0.08481879, 0.13490792, -0.08111628, 0.100912854, 0.5241249]
GOLD TOK: 	 []
PRED TOK: 	 [['men']]
################################################################################
IN SEQ: 	 b"that ' s something really bad going on ."
GOLD SEQ: 	 b"that ' s something really bad going on ."
PRED SEQ:	 b"that ' s something of bad going on ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.48608774, 0.42336068, 0.679873, 0.60452735, 0.64999604, 0.42130584, 0.34681007, 0.6581196, 0.6903365]
GOLD TOK: 	 []
PRED TOK: 	 [['of']]
################################################################################
IN SEQ: 	 b'and i just want to say thank you to both of them .'
GOLD SEQ: 	 b'and i just want to say thank you to both of them .'
PRED SEQ:	 b'and i just want to say thank you to both of them .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.75526595, 0.5420362, 0.4825694, 0.3351217, 0.42527407, 0.4371275, 0.55764914, 0.6337766, 0.5710968, 0.6847191, 0.8494345, 0.68006635, 0.799746]
GOLD TOK: 	 []
PRED TOK: 	 []
