################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.110613585, 0.2482338, 1.5621677e-05, 0.03582287, 0.00044798193, 0.00031396764, 4.376437e-05, 0.013916061, 0.16836673, 2.2028169e-05, 0.17997499, 0.27347377, 0.0060858633, 0.0001347912, 0.00026106456, 0.00038601356, 0.0041536256, 0.0010519881]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'in business , they call them a soft touch .'
GOLD SEQ: 	 b'but in business , they call them a soft touch .'
PRED SEQ:	 b'in business , they call them a soft touch .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026334265, 0.008695792, 3.4033998e-05, 0.73825955, 0.003280166, 0.015252173, 0.00060840807, 0.020874681, 0.003096432, 8.713679e-05]
GOLD TOK: 	 [['but']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
GOLD SEQ: 	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
PRED SEQ:	 b'we will also lower taxes on american business , from 35 % to 15 % , and we will have the largest regulatory reform in american history .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0005301903, 0.0003223108, 6.689841e-05, 4.7708574e-05, 1.4736943e-05, 2.6845535e-06, 2.6686239e-05, 1.0071232e-05, 1.91012e-06, 4.712486e-06, 1.9903894e-06, 1.5294219e-06, 1.7075848e-06, 2.2094678e-06, 1.8591012e-06, 1.4986018e-06, 1.4425073e-05, 0.9801223, 0.0013522432, 4.539908e-05, 5.199739e-06, 0.0001076839, 8.348769e-06, 0.0016298828, 2.9678247e-06, 1.8267516e-05, 4.3460823e-06, 2.4005833e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'am i supposed to dislike them ?'
GOLD SEQ: 	 b'am i supposed to dislike them ?'
PRED SEQ:	 b'am i supposed to dislike them ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15845482, 0.23292664, 0.49453065, 0.00076075795, 0.06783977, 0.11343709, 0.027602758]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"over the years , i ' ve watched ."
GOLD SEQ: 	 b"over the years , i ' ve watched ."
PRED SEQ:	 b"over the years , i ' ve watched ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.021530574, 0.014360344, 0.017079962, 0.00010997142, 0.15013976, 0.0068046786, 0.023430007, 0.7294406, 0.0005774681]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"whether it ' s dangerous materials being smug ##gled across the border , militants entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
GOLD SEQ: 	 b"whether it ' s dangerous materials being smug ##gled across the border , terrorists entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
PRED SEQ:	 b"whether it ' s dangerous materials being smug ##gled across the border , militants entering on visas or americans losing their jobs to foreign workers , these are the problems we must now focus on fixing ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0095368065, 0.00031865234, 0.00015062511, 0.001816752, 0.09786858, 0.0029250556, 3.218834e-05, 0.00050698954, 0.00012556552, 2.3659595e-05, 6.7196665e-06, 0.00022406018, 6.5192326e-06, 0.3103516, 9.60218e-05, 8.339092e-06, 0.00076212396, 0.00013310614, 0.0150375, 0.00010709875, 5.707873e-05, 0.00024645904, 1.4337765e-05, 0.057824776, 0.081990086, 1.1010136e-05, 0.00040201948, 0.00014674033, 0.00034186945, 0.0035031205, 0.038623784, 0.010707548, 0.0012970966, 4.114937e-05, 6.960982e-06, 0.14111917, 7.8841485e-06]
GOLD TOK: 	 [['terrorists']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'no , i have nothing to do with russia , john .'
GOLD SEQ: 	 b'no , i have nothing to do with russia , john .'
PRED SEQ:	 b'no , i have nothing to do with russia , john .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16752487, 5.886125e-05, 0.02757404, 0.0060892683, 0.005329427, 9.094312e-05, 0.00030456332, 0.00026164996, 0.2797618, 0.00038331113, 0.29011622, 0.00015739603]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
GOLD SEQ: 	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
PRED SEQ:	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026853476, 3.4920333e-05, 1.0452454e-05, 8.82369e-06, 0.031943023, 0.10297671, 0.00018328127, 2.5095944e-05, 0.00798128, 6.517704e-05, 0.0006912585, 4.002772e-06, 1.32710065e-05, 0.00029352252, 2.9725268e-06, 0.6699033, 0.11545719, 0.005989811, 0.00071952684, 1.0335766e-05, 4.1438485e-05, 0.0001834843, 4.3107055e-05, 0.00065119774, 3.519829e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they are american citizens who want to uphold our tolerant values and keep our country safe .'
GOLD SEQ: 	 b'they are decent american citizens who want to uphold our tolerant values and keep our country safe .'
PRED SEQ:	 b'they are american citizens who want to uphold our tolerant values and keep our country safe .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00046402903, 0.0015209349, 0.0012671417, 0.00026780996, 0.0012802118, 0.010750923, 4.773285e-06, 7.6493176e-05, 0.44018492, 0.5138771, 0.0001519378, 2.1177735e-05, 1.2912703e-05, 0.048403896, 0.00015288404, 0.0014788524, 3.314938e-06]
GOLD TOK: 	 [['decent']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'this is a struggle for the survival of nation .'
GOLD SEQ: 	 b'this is a struggle for the survival of our nation .'
PRED SEQ:	 b'this is a struggle for the survival of nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.05006357, 0.6343414, 0.16471137, 0.049814355, 0.00073914696, 7.481761e-05, 0.027043892, 3.0061126e-05, 0.1390727, 6.8164445e-05]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' ve broken that tradition , you ' ve run a campaign this week ."
GOLD SEQ: 	 b"you ' ve broken that tradition , you ' ve run a very aggressive campaign this week ."
PRED SEQ:	 b"you ' ve broken that tradition , you ' ve run a campaign this week ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09687763, 0.0004579598, 0.0007685609, 0.0012190383, 0.003223036, 0.043574437, 1.6559636e-05, 0.5903097, 0.00013597136, 0.00028067277, 0.000110924026, 8.613862e-05, 0.0004384059, 0.0025915832, 0.0002796276, 6.3884436e-05]
GOLD TOK: 	 [['very', 'aggressive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
GOLD SEQ: 	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
PRED SEQ:	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0016544515, 0.00035498937, 7.846246e-06, 6.233785e-05, 6.5849113e-06, 9.2464015e-06, 2.5207744e-05, 0.004445734, 0.0009402673, 4.408969e-06, 3.0572883e-05, 0.00012114547, 5.7808327e-05, 8.99477e-06, 3.5143396e-05, 0.00011122102, 0.14029819, 0.40716648, 0.09661134, 0.053596422, 0.010722287, 7.913919e-06, 1.1903854e-05, 1.3796181e-05, 0.12559082, 0.002376883, 8.180907e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"she ' s got no instinct , but that ' s decided hillary and the washington establishment , they ' ve spent that six trillion dollars ."
GOLD SEQ: 	 b"she ' s got no instinct , but that ' s decided hillary and our failed washington establishment , they ' ve spent that six trillion dollars ."
PRED SEQ:	 b"she ' s got no instinct , but that ' s decided hillary and the washington establishment , they ' ve spent that six trillion dollars ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.031946976, 0.026197266, 0.04712573, 0.044136364, 0.04278787, 0.02478291, 2.516823e-05, 0.00030000537, 0.0005842926, 0.00031359526, 0.0019830235, 0.109875746, 0.001184597, 4.0529976e-05, 7.0229224e-05, 0.0022089698, 0.0062872623, 0.00018217128, 0.021906883, 0.00012586017, 0.0020598941, 0.007048617, 0.19773847, 0.075767204, 0.0023943046, 0.000895201, 5.1402392e-05]
GOLD TOK: 	 [['our', 'failed']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] and the african - american community and the hispanic community are understanding what ' s going on and you see that right now ."
GOLD SEQ: 	 b"[ applause ] and the african - american community and the hispanic community are really understanding what ' s going on and you see that right now ."
PRED SEQ:	 b"[ applause ] and the african - american community and the hispanic community are understanding what ' s going on and you see that right now ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10664932, 0.36826524, 0.04259924, 0.00046100188, 0.00057936733, 0.009777346, 0.0011118213, 0.0018728016, 0.0021452846, 0.00017999882, 0.00023380388, 0.019353438, 0.0012358233, 0.028810572, 0.11672043, 0.0005257011, 0.0024072407, 0.0077949725, 0.0006481931, 0.00021478836, 0.0002969548, 0.23043407, 0.0019659766, 0.000895695, 0.0028648202, 0.00015704193, 0.00013867805]
GOLD TOK: 	 [['really']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the proposed trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
GOLD SEQ: 	 b'our trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
PRED SEQ:	 b'the proposed trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.006233444, 0.047932196, 0.0016205874, 0.10352042, 0.00059984764, 0.00021572427, 0.009902574, 0.0043795514, 0.007082267, 0.032451194, 0.025782194, 0.3484462, 4.1931766e-05, 0.00019146653, 1.8853058e-05, 0.001083838, 0.0037212453, 0.00043883675, 0.0007988924, 2.962708e-05, 0.0004206544, 0.0014190929, 0.014784498, 0.15792651, 0.00020271695, 8.092495e-05]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'a ras ##mussen poll has us up 5 points nationwide .'
GOLD SEQ: 	 b'a brand new ras ##mussen poll has us up 5 points nationwide .'
PRED SEQ:	 b'a ras ##mussen poll has us up 5 points nationwide .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [8.299355e-05, 3.1096755e-05, 5.804265e-05, 2.7209917e-05, 0.02673782, 0.71352494, 0.1588434, 0.0009810944, 4.4375975e-05, 0.0147926, 6.7741653e-06]
GOLD TOK: 	 [['brand', 'new']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"and the people don ' t believe i ' ve watched for years ."
GOLD SEQ: 	 b"and you know i ' ve watched for years ."
PRED SEQ:	 b"and the people don ' t believe i ' ve watched for years ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.11988334, 0.37004605, 0.23430091, 0.07800504, 0.00014741335, 0.0017934837, 0.07616002, 0.0058100517, 3.837529e-05, 0.00012466514, 0.0062231557, 0.00123778, 0.00018148348, 6.8464775e-05]
GOLD TOK: 	 [['you', 'know']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'1 . 8 million people are registered to vote and some of them are voting .'
GOLD SEQ: 	 b'1 . 8 million dead people are registered to vote and some of them are voting .'
PRED SEQ:	 b'1 . 8 million people are registered to vote and some of them are voting .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04801742, 4.5443005e-05, 0.00057823176, 0.013067489, 0.07722597, 0.0029297457, 0.024536539, 0.00014010209, 0.011851256, 0.0051604793, 0.3658594, 0.00037644527, 0.11952434, 0.17966713, 0.095996775, 0.00019796248]
GOLD TOK: 	 [['dead']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'here in america , we have seen one attack after another : thirteen were killed and thirty - eight wounded in the assault on fort hood .'
GOLD SEQ: 	 b'here in america , we have seen one brutal attack after another : thirteen were murdered and thirty - eight wounded in the assault on fort hood .'
PRED SEQ:	 b'here in america , we have seen one attack after another : thirteen were killed and thirty - eight wounded in the assault on fort hood .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06544733, 0.004508684, 0.23940957, 2.160906e-05, 0.35906288, 0.0007182358, 0.0008485702, 0.00021754297, 0.002834122, 2.572811e-05, 2.9445795e-05, 6.2651794e-05, 0.0013681756, 0.0017366911, 0.00056120247, 2.022631e-05, 0.00012144978, 2.8922135e-05, 7.0587696e-05, 0.00031596512, 9.506681e-06, 3.5996058e-05, 0.011277775, 4.4315075e-05, 1.3291752e-05, 1.2386334e-05, 1.1826176e-05]
GOLD TOK: 	 [['brutal'], ['murdered']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"our students are under pressure to a point where it ' s making them sick ."
GOLD SEQ: 	 b"our students are under tremendous pressure to a point where it ' s making them sick ."
PRED SEQ:	 b"some students are under pressure to a point where it ' s making them sick ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.47323722, 0.0080613205, 0.005108654, 0.00029133586, 0.009447993, 3.6244062e-05, 0.00013468445, 0.00016289801, 0.00054243125, 0.009170753, 0.01087891, 0.012686194, 0.0005438317, 0.0057304827, 0.33666477, 0.00010891768]
GOLD TOK: 	 [['tremendous']]
PRED TOK: 	 [['some']]
################################################################################
IN SEQ: 	 b"we ' re going to have an opening soon ."
GOLD SEQ: 	 b"we ' re going to have an opening very soon ."
PRED SEQ:	 b"we ' re going to have an opening soon ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.703511, 0.022678794, 0.026554685, 0.016630568, 0.00012144955, 0.0002552947, 0.0031323975, 0.07744693, 0.44704643, 0.0019479683]
GOLD TOK: 	 [['very']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"it ' s a situation ."
GOLD SEQ: 	 b"it ' s a horrible situation ."
PRED SEQ:	 b"it ' s a situation ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3459914, 0.37163416, 0.26379845, 0.054373644, 0.21331258, 0.008414323]
GOLD TOK: 	 [['horrible']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and he gives you the word , not looking good .'
GOLD SEQ: 	 b'and he gives you the ultimate word , not looking good .'
PRED SEQ:	 b'and he gives you the word , not looking good .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06369193, 0.47031936, 0.16839676, 0.33571452, 0.0008287394, 0.01840038, 6.510958e-05, 0.0012830292, 0.00038876224, 0.002174212, 0.00013178462]
GOLD TOK: 	 [['ultimate']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ boo ##t ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
GOLD SEQ: 	 b"[ boo ##ing ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
PRED SEQ:	 b"[ boo ##t ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.04079379, 0.1549306, 0.27611655, 0.06497012, 0.0006566456, 0.00037310866, 8.553194e-06, 0.0008801034, 0.0024694873, 0.00022707453, 0.00013553385, 2.0744099e-05, 9.070901e-05, 0.00017420731, 0.64732033, 0.31868374, 0.00081015954, 0.0025844146, 0.00025023066, 4.257668e-05, 1.6571279e-05, 0.0012473145, 0.0002103922, 0.0010004054, 0.00010787865, 0.0004160843, 0.00031048467, 1.9854673e-05, 0.065695494, 0.0008670027, 6.9868593e-06, 2.009258e-05, 0.00427389, 0.34108955, 0.00027541746, 2.1567326e-05, 7.629402e-05, 0.28861964, 0.15805501, 0.21391945, 0.00055516156, 0.00039017573, 0.00021365823, 0.00023514748, 1.8656121e-05, 0.05216112, 0.006301193, 2.556205e-05]
GOLD TOK: 	 [['##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but obama played ball with the allegations that are running it right now .'
GOLD SEQ: 	 b'but obama played ball with the thugs that are running it right now .'
PRED SEQ:	 b'but obama played ball with the allegations that are running it right now .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.38971466, 0.020371856, 0.028254142, 0.003897428, 0.00047496767, 0.033214707, 0.38983887, 0.031034982, 0.10218041, 0.0011450454, 0.00025537112, 0.0044439514, 0.00025238036, 6.7203146e-05]
GOLD TOK: 	 [['thugs']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"that ' s something bad going on ."
GOLD SEQ: 	 b"that ' s something really bad going on ."
PRED SEQ:	 b"that ' s something going on ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5117426, 0.2804503, 0.24890117, 0.35245827, 0.75067544, 0.019721294, 0.014259892, 0.023723647]
GOLD TOK: 	 [['really']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and i just want to say thank you to both of them .'
GOLD SEQ: 	 b'and i just want to say thank you to both of them .'
PRED SEQ:	 b'and i just want to say thank you to both of them .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.21634878, 0.09302575, 0.41367954, 0.06126094, 0.00063130964, 0.0026151997, 0.019410832, 0.13478819, 0.00023216492, 0.088019356, 0.00045319484, 0.12492587, 0.0034278343]
GOLD TOK: 	 []
PRED TOK: 	 []
