################################################################################
IN SEQ: 	 b'to make life safe in america , we must also address the growing threats we face from outside the country : we are going to defeat the of isis , and we are going to defeat them fast .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.04470001, -0.0411888, -0.088153824, -0.26019418, -0.0752269, 0.08231376, 0.07780219, 0.25748706, 0.319817, 0.22651231, 0.03220808, -0.13944149]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
GOLD SEQ: 	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
PRED SEQ:	 b'55 public schools in this city have been rated as failing to meet expectations , despite ten thousand dollars in funding per - pupil .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.07973832, 0.22059011, 0.15561047, 0.44585833, -0.16105422, -0.15774497, 0.033792436, -0.051248513, 0.036607407, -0.09786545, 0.093225814, 0.055417776, 0.024482258, 0.010433003, -0.564908, 0.46145368, 0.27607858, 0.2117097, -0.0699525, 0.34341925, 0.20867226, 0.25247, 0.23754649, 0.06446117, -0.25903708]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'they are american citizens who want to uphold our tolerant values and keep our country safe .'
GOLD SEQ: 	 b'they are decent american citizens who want to uphold our tolerant values and keep our country safe .'
PRED SEQ:	 b'they are american citizens who want to uphold their tolerant values and keep our country safe .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.35400468, -0.19775017, -0.18703468, -0.13339575, -0.0010046884, -0.0117591545, 0.111602955, -0.08847602, -0.057090215, -0.10805161, -0.12984067, 0.02377006, -0.0047167726, -0.15178736, -0.06240618, -0.08255694, -0.41670632]
GOLD TOK: 	 [['decent']]
PRED TOK: 	 [['their']]
################################################################################
IN SEQ: 	 b'this is a struggle for the survival of nation .'
GOLD SEQ: 	 b'this is a struggle for the survival of our nation .'
PRED SEQ:	 b'this is a struggle for the survival of nation .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.14753747, -0.13096929, -0.0625177, -0.1936689, -0.048308697, -0.71339333, -0.0024188366, 0.043282926, 0.03371737, -0.3520928]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"you ' ve broken that tradition , you ' ve run a campaign this week ."
GOLD SEQ: 	 b"you ' ve broken that tradition , you ' ve run a very aggressive campaign this week ."
PRED SEQ:	 b"you ' ve broken that tradition , he ' ve run a campaign this week ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.19301665, 0.06908507, 0.10873532, -0.22136778, 0.24758056, 0.027655482, -0.011539429, 0.47894144, -0.5093205, 0.33790454, 0.25081527, 0.3778565, 0.3304429, 0.16492069, 0.04862863, -0.39656258]
GOLD TOK: 	 [['very', 'aggressive']]
PRED TOK: 	 [['he']]
################################################################################
IN SEQ: 	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
GOLD SEQ: 	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal illegal immigrants inside the united states right now ."
PRED SEQ:	 b"according to the federal government ' s own data , there are more than 2 million convicted criminal undo ##cum ##ented immigrants inside the united states right now ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.34529462, -0.07412773, -0.038259387, -0.107366614, -0.17772791, 0.16344282, 0.103596605, -0.00054833293, -0.2405599, -0.20003006, -0.10885913, 0.0055349357, -0.034914374, 0.0034132078, 0.051938288, 0.024179243, 0.15252596, 0.25702626, 0.28456265, 0.19664547, 0.3242132, 0.11559252, 0.1731197, 0.10956744, 0.07676799, 0.20049185, -0.37603015]
GOLD TOK: 	 []
PRED TOK: 	 [['undo', '##cum', '##ented']]
################################################################################
IN SEQ: 	 b"she ' s got no instinct , but that ' s decided hillary and the washington establishment , they ' ve spent that six trillion dollars ."
GOLD SEQ: 	 b"she ' s got no instinct , but that ' s decided hillary and our failed washington establishment , they ' ve spent that six trillion dollars ."
PRED SEQ:	 b"she ' s got no instinct , but that ' s decided hillary and the washington establishment , they ' ve spent that six trillion dollars ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.10679549, 0.28391346, 0.41255862, 0.28112328, 0.09415522, 0.29833448, -0.53728753, 0.19980605, 0.038546834, 0.3343628, 0.287466, -0.04857328, 0.036184795, 0.05003901, 0.22355804, -0.116367474, -0.17439848, -0.17786905, -0.020740084, -0.41220486, -0.054080136, 0.034369014, -0.053144068, 0.088245794, 0.0060511827, 0.05294066, -0.092558]
GOLD TOK: 	 [['our', 'failed']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"[ applause ] and the african - american community and the hispanic community are understanding what ' s going on and you see that right now ."
GOLD SEQ: 	 b"[ applause ] and the african - american community and the hispanic community are really understanding what ' s going on and you see that right now ."
PRED SEQ:	 b"[ applause ] and the african - american community and the hispanic community are understanding what ' s going on and you see that right now ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.274518, -0.20847562, -0.24120727, 0.04877671, 0.0031475127, -0.0018651336, -0.17192729, -0.16916832, -0.30595744, -0.026858129, -0.09776075, -0.030931994, -0.2355597, -0.13044322, -0.06053306, -0.011663057, 0.0067248493, -0.09436925, -0.09387286, -0.0824514, -0.0055891573, -0.08026411, -0.3372954, -0.15709019, -0.06270434, 0.03134846, -0.38210878]
GOLD TOK: 	 [['really']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'the proposed trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
GOLD SEQ: 	 b'our trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
PRED SEQ:	 b'the proposed trade deficit with the proposed t ##pp member countries cost the state of ohio more than 100 , 000 manufacturing jobs last year .'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.20328, -0.22866008, -0.078233406, -0.11417528, 0.0467942, -0.17328434, -0.28752977, -0.31933078, -0.23685914, -0.38079047, -0.23260662, 0.026223324, -0.17100742, -0.061484873, -0.11952138, 0.17336169, 0.14774197, 0.088836715, -0.05512611, -0.08029573, -0.018616006, 0.08710908, 0.029582798, 0.16381788, -0.26215595, -0.3865667]
GOLD TOK: 	 [['our']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'a ras ##mussen poll has us up 5 points nationwide .'
GOLD SEQ: 	 b'a brand new ras ##mussen poll has us up 5 points nationwide .'
PRED SEQ:	 b'a ras ##mussen poll has us up 5 points nationwide .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.26911932, -0.10007815, -0.10947865, -0.001070857, 0.16373128, 0.020339735, 0.20635507, 0.09869652, -0.12148299, -0.24712807, -0.2535106]
GOLD TOK: 	 [['brand', 'new']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"and the people don ' t believe i ' ve watched for years ."
GOLD SEQ: 	 b"and you know i ' ve watched for years ."
PRED SEQ:	 b"and the people don ' t believe i ' ve watched for years ."
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.012184948, 0.2798521, 0.27567452, 0.27359012, 0.048342675, 0.047112957, 0.059780143, 0.11645704, 0.11976266, 0.1119623, 0.28585288, 0.50422823, 0.3242332, -0.1851404]
GOLD TOK: 	 [['you', 'know']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'1 . 8 million people are registered to vote and some of them are voting .'
GOLD SEQ: 	 b'1 . 8 million dead people are registered to vote and some of them are voting .'
PRED SEQ:	 b'1 . 8 million people are registered to vote and some of them are voting .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3952217, -0.40613696, -0.35451406, -0.20315063, -0.13982275, -0.009608638, -0.16117102, 0.082108825, -0.26565272, -0.15590365, -0.21269539, -0.073053345, -0.011581894, -0.1627461, -0.29779017, -0.48470098]
GOLD TOK: 	 [['dead']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'here in america , we have seen one attack after another : thirteen were killed and thirty - eight wounded in the assault on fort hood .'
GOLD SEQ: 	 b'here in america , we have seen one brutal attack after another : thirteen were murdered and thirty - eight wounded in the assault on fort hood .'
PRED SEQ:	 b'here in america , the people have seen one attack after another : thirteen were killed and thirty - eight wounded in the assault on fort hood .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06147577, 0.1082038, 0.13923211, -0.60815793, 0.17587036, 0.072245814, -0.10151692, 0.08680112, 0.34067997, 0.06133964, -0.16406389, 0.16615431, 0.0009223446, 0.4627212, 0.2472907, 0.18702981, -0.011341721, -0.16276261, -0.063246876, 0.42528382, 0.6974, 0.5152606, 0.4240199, 0.5157904, 0.6335658, 0.69939363, 0.01726985]
GOLD TOK: 	 [['brutal'], ['murdered']]
PRED TOK: 	 [['the', 'people']]
################################################################################
IN SEQ: 	 b"our students are under pressure to a point where it ' s making them sick ."
GOLD SEQ: 	 b"our students are under tremendous pressure to a point where it ' s making them sick ."
PRED SEQ:	 b"the time of the students are under pressure to a point where it ' s making them sick ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.25032142, -0.22331777, 0.065639764, 0.083202526, 0.1945645, -0.16694903, -0.16580956, -0.20157859, 0.20589058, -0.039801136, 0.5147723, 0.1587489, 0.2891199, 0.36562127, -0.0090994015, -0.35596186]
GOLD TOK: 	 [['tremendous']]
PRED TOK: 	 [['the', 'time', 'of', 'the']]
################################################################################
IN SEQ: 	 b"we ' re going to have an opening soon ."
GOLD SEQ: 	 b"we ' re going to have an opening very soon ."
PRED SEQ:	 b'the time , the time , the time ,'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.19054148, 0.08820088, -0.00597132, -0.10630042, 0.039308805, -0.053415835, 0.009271547, 0.05991032, -0.012282796, -0.2905844]
GOLD TOK: 	 [['very']]
PRED TOK: 	 [['the', 'time', ',', 'the', 'time', ',', 'the', 'time', ',']]
################################################################################
IN SEQ: 	 b"it ' s a situation ."
GOLD SEQ: 	 b"it ' s a horrible situation ."
PRED SEQ:	 b"it ' s a situation ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3578085, -0.0956735, -0.35157073, -0.24701488, -0.34224075, -0.23983327]
GOLD TOK: 	 [['horrible']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'and he gives you the word , not looking good .'
GOLD SEQ: 	 b'and he gives you the ultimate word , not looking good .'
PRED SEQ:	 b'and the book gives you the word , not looking good .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.07994521, -0.005083367, 0.21393931, 0.1283053, 0.06913395, -0.18811187, -0.21445632, -0.020013822, 0.064948075, 0.13443445, -0.4751277]
GOLD TOK: 	 [['ultimate']]
PRED TOK: 	 [['the', 'book']]
################################################################################
IN SEQ: 	 b"[ boo ##t ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
GOLD SEQ: 	 b"[ boo ##ing ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
PRED SEQ:	 b"[ boo ##t ] the spread of political agenda ##s into the justice department ##ther ##e ' s never been a thing like this that has happened in our country ' s history ##is one of the sad ##des ##t things that has happened to our country ."
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.40152252, -0.33620685, -0.07182042, -0.24953537, -0.33858773, -0.13619028, 0.08231463, -0.048681937, 0.06292161, -0.04171381, 0.16538046, -0.0144649, -0.20028071, -0.16768573, 0.027865022, -0.083730295, -0.12259127, -0.10446002, -0.1484823, -0.24136953, -0.1538814, -0.15563369, -0.107929535, -0.10520901, -0.03927508, 0.016775727, -0.07462917, 0.20239228, -0.13323507, -0.14759846, -0.07183266, -0.08550743, -0.2590806, -0.26358762, -0.38515726, -0.015782416, -0.03027156, -0.14921542, -0.12337218, -0.054811448, -0.037925478, -0.04910379, 0.0101790875, -0.16303194, 0.16597821, -0.0025297888, -0.0284351, -0.4851949]
GOLD TOK: 	 [['##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'but obama played ball with the allegations that are running it right now .'
GOLD SEQ: 	 b'but obama played ball with the thugs that are running it right now .'
PRED SEQ:	 b'but obama played ball with the allegations that are running it right now .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.12274712, 0.016227305, 0.31396294, 0.16798882, 0.35316646, 0.24601501, 0.15273282, 0.39033294, 0.20127843, 0.45482054, 0.3878036, 0.50705844, 0.44827676, -0.109438576]
GOLD TOK: 	 [['thugs']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"that ' s something bad going on ."
GOLD SEQ: 	 b"that ' s something really bad going on ."
PRED SEQ:	 b"that ' s something more than the popular going on ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.3364005, -0.12497769, -0.3738264, -0.0142176, -0.08170664, -0.061467133, -0.14566177, -0.38218462]
GOLD TOK: 	 [['really']]
PRED TOK: 	 [['more', 'than', 'the', 'popular']]
################################################################################
IN SEQ: 	 b'and i just want to say thank you to both of them .'
GOLD SEQ: 	 b'and i just want to say thank you to both of them .'
PRED SEQ:	 b'and i just want to say thank you to both of them .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.37452796, -0.1927875, -0.27152446, -0.20811665, -0.07967126, -0.263195, -0.3770017, -0.24278475, -0.020491555, -0.07680159, 0.14172807, 0.10469605, -0.33796078]
GOLD TOK: 	 []
PRED TOK: 	 []
